"v","pipeline","nMax","survivingDigits","baseCoord","peakX","baselineCurrent","Delta_Baseline","peakY","troughVal","FWHM","curvature","Invariant_Q","CosineMean","Cos99"
700,"y0",10000,41,1.0585287168830704808e204,1.0585287168830704808e204,0.60166764905465863793,0.0039249562056610495854,0.7564838745165616,0.71755702454324475419,0.000983941143481104,-339987.8521094223,0.2649629489126276,-0.3361814498400128305,4
700,"g0",10000,43,7.7495870864324806629e201,7.7495870864324806629e201,1.0486810725351598499,-0.0017890087055010933407,1.0860484451353989,1.0485369679561436976,0.0008857470446674823,-180909.96829536094,0.32088426813851517,0.99994510580516443054,20
720,"g0",10000,36,7.5693218221143803179e208,7.5693218221143803179e208,1.0336129988130186732,-0.0061090862625160851458,1.0826443583691467,1.0671062253950160492,0.0008795812176140183,-94212.357027542,0.30867124049188815,0.99994630102531313302,20
740,"g0",10000,30,9.8033087435942773282e214,9.8033087435942773282e214,1.0424805109758322282,0.0022078787450211134091,1.1124471924835242,1.0095644097782151343,0.002255664502483516,-443797.7451755836,0.06461827673570227,0.99996974384087526115,20
760,"g0",10000,25,7.1108363637387568439e219,7.1108363637387568439e219,1.0860376033605576987,-0.00086825644466987398594,1.0987464451946203,1.0824120293613291378,0.00038405525960885786,-430134.36070952937,0.2242367423184773,0.99994988938257203985,20
220,"g0",50000,184,2.1794088308290174199e60,2.1794088308290174199e60,0.96171258161383428777,0.00028368220817614587306,0.9791358031573915,0.93990509023024632439,0.0004365165036801682,-908954.9381268385,0.22535877210900032,0.45878214832535712164,1
240,"g0",50000,178,1.9502106225571139198e66,1.9502106225571139198e66,0.98968056274982934686,-0.00023850119973612907162,1.0039964077486152,1.003115283822330172,0,-218935.9118589243,1.4170590941388739,0.40754493378302167959,1
260,"y0",50000,171,2.6127927896501898913e73,2.6127927896501898913e73,0.52404284439548578153,0.00017526214100906137536,0.693087067862507,0.67753322779966501841,0.0005579685660024314,-214017.00782100993,0.5427675506770924,-0.087451418256841033583,3
280,"g0",50000,167,5.3401290757798246254e77,5.3401290757798246254e77,1.0075589828625441984,0.00027948751661386976329,1.0209202139020281,1.0165839227075759187,0.00014167314435834097,-430240.6287910644,2.5194910467917575,0.60934675676861195973,4
300,"y0",50000,159,4.8522027967075431364e85,4.8522027967075431364e85,0.58753858450272483519,-0.00016984916909706633897,0.672304582898505,0.65476186617676585808,0.00046484629029275304,-585290.5181267014,0.4878934977138095,-0.26752921301652832697,3
320,"g0",50000,155,1.9596405166827013894e89,1.9596405166827013894e89,1.0863129601941835775,-0.0000738954634442656853,1.099357718685964,1.0946094363991330034,0.000047338425403270566,-535785.0546980775,0.4321372141711262,0.87005589336044078587,2
340,"y0",50000,147,2.43023530462065739e97,2.43023530462065739e97,0.57139573730905205287,0.00016313535780898234763,0.7087184241972864,0.68093693950479716067,0.0003569801956526675,-860127.6601245652,0.30870870842483744,-0.32444823074748640741,3
340,"g0",50000,149,5.4656145535155508958e95,5.4656145535155508958e95,1.0776659803175550272,-0.00029760121191675637457,1.0876503832100766,1.0820339283710907288,0.0013526378375219954,-340342.4583747933,0.4301866642953954,0.88600782229158909089,2
360,"y0",50000,142,1.1379309329848881238e103,1.1379309329848881238e103,0.60622351087719462588,-0.000052326477436828930599,0.7088100913679227,0.69554045931760498832,0.0004673688746403837,-358425.9212241697,0.15576890803037555,-0.38185523203208048327,5
360,"g0",50000,143,6.2217616942651495304e101,6.2217616942651495304e101,1.0622946488357771258,0.00036175203357693036218,1.064315095555805,1.0619155284008382376,0,-407754.17331776285,30.513508326568886,0.86717021844206466203,2
380,"y0",50000,136,9.7097219046830251564e108,9.7097219046830251564e108,0.63150106707642387226,0.00026728797319978381573,0.7503630113205872,0.74462848518861604352,0.00014261777379798168,-315677.95455787843,0.4383913297782195,-0.31974126611630449187,1
400,"y0",50000,129,2.5131879099337254117e115,2.5131879099337254117e115,0.59130816566086789122,2.3474000963144673627e-6,0.7080977099249139,0.70440744172718486034,0,-436948.71975842427,5.903748243408271,-0.35310160508280322248,4
440,"y0",50000,118,9.1048462185713087333e126,9.1048462185713087333e126,0.57368016595870870378,-0.000056652961071844243251,0.7611550409346819,0.74870199825531146347,0.00026252286715311435,-660274.8546997668,0.27289660805707977,-0.29199900015051929072,2
460,"y0",50000,112,3.2269032487604448138e132,3.2269032487604448138e132,0.57126591201362209328,-0.00050043055413048187004,0.7001849914668128,0.69411466897726459292,0.00011233253791975706,-402216.8741704969,0.5390635967541949,-0.33781933332584910681,2
480,"g0",50000,107,3.8216647451258340014e137,3.8216647451258340014e137,1.0406260858018183096,0.000020856119886588433075,1.0865418950410466,1.0812149865412914365,0.00015493989094383736,-274324.43788193614,0.23733697779679833,0.99502084165786222514,17
500,"g0",50000,102,7.08030481146474976e142,7.08030481146474976e142,1.0845353283349380315,0.000091923649576435727453,1.1138175797844634,1.1060512373354181011,0.00026038407019860724,-358718.8275403786,0.5587740024583452,0.99756953269020118293,19
520,"g0",50000,96,1.1392690426332763335e149,1.1392690426332763335e149,1.0326193779421921474,0.0000893877549138589672,1.0568415176254993,1.0258340287133844479,0.0003645374262673085,-808213.4988466582,0.27008629441578635,0.99705651646316321036,19
